,mnc,rating,reviews
6463,SKYMAP PHARMACEUTICALS,3.9,(177)
6464,Tata Realty and Infrastructure,3.9,(177)
6465,Atlassian,3.0,(177)
6466,Solenis,3.6,(177)
6467,HP Computing and Printing Systems,3.8,(177)
6468,St. Joseph's School,4.2,(177)
6469,Motwane Manufacturing Company,3.5,(177)
6470,Rain Carbon,4.2,(177)
6471,Scorpion Express,3.6,(177)
6472,Thinksynq Solutions,3.8,(177)
6473,3F Industries,3.5,(177)
6474,AlgoShack,4.2,(177)
6475,B.L. Agro Industries,3.7,(177)
6476,QuyTech,4.0,(177)
6477,Anthea Pharma,4.1,(177)
6478,Bobst India,3.9,(177)
6479,Kaff Appliances (india),3.0,(177)
6480,Electronics Mart India,3.5,(177)
6481,EKA Mobility,3.4,(177)
6482,O2f info Solutions,3.4,(177)
6483,J Pan Tubular Components,3.4,(177)
6484,Sahyadri Farms,3.5,(177)
6485,Alliant Talent,2.2,(177)
6486,Yamaha Music India,3.7,(177)
6487,Sree Metaliks,3.8,(177)
6488,Recykal,4.0,(177)
6489,Apptunix,4.1,(176)
6490,Inmakes Infotech,3.6,(176)
6491,Newtech Medical Devices,3.8,(176)
6492,Peerless Hospital,4.1,(176)
6493,GreenCell Mobility,3.5,(176)
6494,SNS College of Technology,4.8,(176)
6495,Applus Velosi,3.7,(176)
6496,Ultra Engineers,4.0,(176)
6497,Escorts Construction Equipment,4.2,(176)
6498,L&T Buildings & Factories,3.8,(176)
6499,Vitech Systems Asia,3.5,(176)
6500,Pan Gulf Technologies,4.0,(176)
6501,SPIE Oil & Gas Services,4.2,(176)
6502,Kenstar,3.6,(176)
6503,Unilog Content Solutions ( P),3.4,(176)
6504,DMI,3.9,(176)
6505,Carrefour,3.3,(176)
6506,Global Payments,4.1,(176)
6507,Dentsu Communications,3.2,(176)
6508,Modelama Exports,3.9,(176)
6509,First Abu Dhabi Bank,3.2,(176)
6510,Wibmo,3.2,(176)
6511,Ferring Pharmaceuticals,3.9,(176)
6512,Ingenero Technologies,4.1,(176)
6513,ABP Network,4.0,(176)
6514,Chromewell Engineering,3.7,(176)
6515,Yashashvi Rasayan,4.1,(176)
6516,Goel Construction,3.8,(176)
6517,ValueFirst Digital Media,3.4,(176)
6518,Pratibha Syntex,3.8,(176)
6519,Ascendum Solutions,3.1,(176)
6520,Maven Silicon,3.9,(176)
6521,Sinch,3.6,(176)
6522,Exotel,2.8,(176)
6523,Hiranandani group,4.0,(175)
6524,Finecure Pharmaceuticals,3.7,(175)
6525,Ascolite - Aswani Industries Pvt. Ltd.,3.8,(175)
6526,MGNREGA,3.6,(175)
6527,Collage,4.2,(175)
6528,Bharat Coking Coal,4.2,(175)
6529,Ind swift ltd. Gbu,3.6,(175)
6530,Talwalkars Better Value Fitness,4.1,(175)
6531,Qicpic,2.3,(175)
6532,EASTMAN EXPORTS GLOBAL CLOTHING PVT.LTD,3.6,(175)
6533,Meditrina Hospital,4.0,(175)
6534,Damodar Valley Corporation,3.8,(175)
6535,Trawex Technologies,4.5,(175)
6536,Vee Gee Industrial Enterprises,3.9,(175)
6537,Cyntexa,3.8,(175)
6538,"CAMP Systems International, Inc.",3.9,(175)
6539,Bry-Air (Asia),3.6,(175)
6540,Yotta Infrastructure Solutions,3.6,(175)
6541,Hiranandani group,4.0,(175)
6542,Indian Register of Shipping,3.9,(175)
6543,Yotta Infrastructure Solutions,3.6,(175)
6544,ThinkPalm Technologies,3.9,(175)
6545,Lamprell,4.0,(175)
6546,Greaves Electric Mobility,3.3,(175)
6547,Olive Bar & Kitchen,4.1,(175)
6548,Dmi Finance,3.5,(175)
6549,Konstelec Engineers,3.5,(175)
6550,IQ City Medical College,3.4,(175)
6551,Servosys Solutions,2.8,(175)
6552,NNE,3.4,(175)
6553,Macmet Engineering,3.9,(175)
6554,Kumar Properties,4.2,(175)
6555,ATYETI,3.7,(175)
6556,Sowparnika,4.0,(175)
6557,Accurate Global Alliances,4.7,(174)
6558,CFlo,4.5,(174)
6559,Gowtham Model School,3.7,(174)
6560,SEForge,3.3,(174)
6561,Technocraft Industries,3.8,(174)
6562,Rotex,3.8,(174)
6563,Holostik,4.0,(174)
6564,Best Corporation,3.8,(174)
6565,Acer India,3.8,(174)
6566,Amnet Systems,3.7,(174)
6567,Keihin India Manufacturing,4.4,(174)
6568,IREO,4.5,(174)
6569,Sterling Software Private Limited,3.4,(174)
6570,Continental Tyres,3.5,(174)
6571,LiquidHub,3.6,(174)
6572,Gujarat Guardian Ltd.,3.6,(174)
6573,Nahar Industrial Enterprises,3.8,(174)
6574,Qatar Petroleum,4.3,(174)
6575,Impressions Services,3.8,(174)
6576,Lepton Software Export & Research,3.4,(174)
6577,SMCC Construction India,4.2,(174)
6578,Mythri Infrastructure and Mining,3.3,(174)
6579,Mafatlal Industries,3.7,(174)
6580,Goldi Solar,4.0,(175)
6581,myTVS Parts & Accessories,3.8,(174)
6582,Ideaforge Technology,3.5,(174)
6583,Wintax Solution,4.7,(174)
6584,Crio.Do,2.9,(174)
6585,Mahindra Accelo,3.4,(174)
6586,Neelachal Ispat Nigam,4.2,(174)
6587,Mold Tek Packaging,3.9,(174)
6588,Mayoor School,4.2,(174)
6589,CI Infotech,3.6,(174)
6590,Metro Tyres,3.5,(174)
6591,Miles Education - CPA & CMA Review (Hyderabad),,
6592,Compuage Infocom,4.2,(173)
6593,Ajanta Shoes,3.5,(173)
6594,Connect Broadband,4.1,(173)
6595,Garden Reach Shipbuilders & Engineers,4.1,(173)
6596,Automation Anywhere,3.7,(173)
6597,Ganges Internationale,2.7,(173)
6598,Shree Maruti Courier Service,4.0,(173)
6599,Educational Initiatives,2.9,(173)
6600,Expedien eSolutions,3.1,(173)
6601,Opporture,4.8,(173)
6602,Gsa Industries,4.0,(173)
6603,Pathcare Labs,3.6,(173)
6604,Govind Milk & Milk Products,4.3,(173)
6605,Vertex,3.6,(173)
6606,Agrawal Metal Works,3.9,(173)
6607,Coverfox,3.8,(173)
6608,Sportz Interactive,3.4,(173)
6609,FunnL,3.4,(173)
6610,Atidan Technologies,4.2,(173)
6611,Happy Forging,3.8,(173)
6612,Ghv India,4.3,(173)
6613,Pravin Masalewale,4.0,(173)
6614,Paracoat Products,3.6,(173)
6615,RC Plasto Tanks And Pipes,3.7,(173)
6616,Indovision Services,3.7,(173)
6617,Trinity Mobility,2.4,(173)
6618,Vignesh Polymers,3.4,(173)
6619,Integrace Health,3.7,(173)
6620,BG Distributors,3.6,(173)
6621,UMSL,3.5,(173)
6622,SHARON BIO MEDICINE,4.0,(173)
6623,MRCC Solutions,2.9,(173)
6624,Allied Nippon,3.7,(173)
6625,VISION,3.8,(173)
6626,Varsity Education Management,3.7,(173)
6627,Ben Franklin,3.6,(173)
6628,Curateq Biologics,3.2,(173)
6629,SPX Flow Technology,4.3,(173)
6630,DIN Engineering Services,3.7,(172)
6631,Jivo Wellness,3.1,(172)
6632,Ardex Endura,3.9,(172)
6633,Layam Flexi Solutions,3.6,(172)
6634,ART Housing Finance (India),3.8,(172)
6635,Umang Dairies,3.9,(172)
6636,AIG,3.8,(172)
6637,J G Hosiery,3.4,(172)
6638,MUFG Intime India,3.3,(172)
6639,Universal Cables,3.9,(172)
6640,Amgen,2.8,(172)
6641,DCW,3.7,(172)
6642,Graphite India,3.4,(172)
6643,Zeiss Pharma,3.3,(172)
6644,Deepak Foundation,3.9,(172)
6645,Abu Dhabi Oil Refining Company,4.4,(172)
6646,Ray Engineering,4.0,(172)
6647,Warner Bros. Discovery,3.7,(172)
6648,Willowood Chemicals,3.7,(172)
6649,Conde Nast India,2.8,(172)
6650,Bajaj Electronics,3.7,(172)
6651,Lanson Toyota,4.2,(172)
6652,Super Auto India,3.7,(172)
6653,Nisa Industrial Services,3.8,(172)
6654,Unimrkt Research,3.2,(172)
6655,UTILITY PROJECTS AND SERVICES,3.8,(172)
6656,Visible Alpha Solutions,3.6,(172)
6657,Nipha Exports,3.6,(172)
6658,Randstad Digital,3.2,(172)
6659,M2P Fintech,3.0,(172)
6660,Way.com,4.0,(172)
6661,Gulf Oil Corporation,4.4,(171)
6662,CPA Global,3.8,(171)
6663,Leena AI,3.7,(171)
6664,Lulu Hypermarket,3.7,(171)
6665,Arcon TechSolutions,3.3,(171)
6666,vSplash Techlabs,2.0,(171)
6667,GXO,3.7,(171)
6668,Imerys,3.7,(171)
6669,Techno India Group,3.4,(171)
6670,Filo,3.4,(171)
6671,AIG Business Solution,3.3,(171)
6672,L&T Transportation Infrastructure,4.1,(171)
6673,Nirvasa Healthcare,3.2,(171)
6674,Indo European Educational Services,4.3,(171)
6675,Narayana Junior College,3.7,(171)
6676,Nahar Group of Companies,3.4,(171)
6677,Jindal Industries Private Limited,3.4,(171)
6678,Texport Industries,3.5,(171)
6679,L&T Geostructure,4.0,(171)
6680,Edwise International,3.8,(171)
6681,Kepler Healthcare,3.4,(171)
6682,Yashoda Super Speciality Hospitals,3.9,(171)
6683,Zebra Technologies,3.6,(171)
6684,D A V School,4.0,(171)
6685,Decon Telecom Solutions,3.1,(171)
6686,Xrbia Developers,2.9,(171)
6687,Nina Percept,4.0,(171)
6688,JioHotstar,3.5,(171)
6689,Intellect Bizware Services,4.0,(171)
6690,Unique Engineers,3.6,(171)
6691,Ajmal Perfumes,4.0,(171)
6692,Thinksys Software,3.7,(171)
6693,Brose India Automotive Systems,3.7,(171)
6694,Trinity Touch,4.3,(171)
6695,Lince Soft Solutions,4.6,(171)
6696,Nanavati Max Super Speciality Hospital,3.6,(171)
6697,Sms Integrated Facility Services,4.2,(171)
6698,Amalgam Steel,3.8,(171)
6699,Honeywell Uop,3.6,(171)
6700,Gmr Airport Developers,3.8,(171)
6701,Scribe EMR,3.9,(171)
6702,Stonex,4.0,(171)
6703,Zuno General Insurance,3.7,(171)
6704,Johnson Electric,3.6,(171)
6705,Sankara Eye Hospital,4.0,(171)
6706,Real Estate Group,4.3,(171)
6707,Lynk,3.2,(170)
6708,Prayag Polymers,3.7,(170)
6709,Ceratizit,4.4,(170)
6710,The Millennium School,4.0,(170)
6711,Peninsula Land,4.0,(170)
6712,Kamal Fincap,4.0,(170)
6713,Wysetek Systems Technologists,3.5,(170)
6714,Giridhan Metal,3.9,(170)
6715,NaviSite,3.9,(170)
6716,Naxnova,4.4,(170)
6717,ShopX,4.4,(170)
6718,ARCHER Transnational Systems Private Limited,3.7,(171)
6719,Rosmerta Safety Systems,3.5,(170)
6720,SEW Infrastructure,3.4,(170)
6721,Lilac Insights,3.2,(170)
6722,Ognibene India,3.6,(170)
6723,Lapp India,4.1,(170)
6724,Urban Money,2.9,(170)
6725,Experion Technologies,3.9,(170)
6726,Arihant Capital Markets,4.1,(170)
6727,Omega,3.8,(170)
6728,Jewelex India,4.0,(170)
6729,Idexcel Technologies,3.0,(170)
6730,Nv Group,3.6,(170)
6731,Hughes Communications,3.4,(170)
6732,BYD Electronics,3.4,(170)
6733,NSK,3.9,(170)
6734,otsuka chemical india,4.0,(170)
6735,Egon Zehnder International,3.6,(170)
6736,Podar Jumbo Kids,4.0,(170)
6737,Exemed Pharmaceuticals,3.9,(170)
6738,Khaitan Electricals,2.6,(170)
6739,ONKAR DIES,3.7,(170)
6740,Namra Finance,3.8,(170)
6741,Indian Terrain Fashions,4.3,(170)
6742,IPG Mediabrands,3.3,(170)
6743,Newfold Digital,3.7,(170)
6744,Prateek Group,3.8,(169)
6745,Geltec,3.2,(169)
6746,Ellucian Higher Education Systems,3.6,(169)
6747,Claris Lifesciences Ahmedabad,3.3,(169)
6748,SISA Information Security,3.0,(169)
6749,Advanced Medtech Solutions,3.5,(169)
6750,LeapScholar,3.4,(169)
6751,MRC Logistics,4.0,(169)
6752,Linkquest Telecom,3.4,(169)
6753,Maheshwari Mining,3.7,(169)
6754,Smiiel - A Unit Of Motherson Sumi System,3.5,(169)
6755,Eicher Engineering Components,4.0,(170)
6756,Safdarjung Hospital,4.4,(169)
6757,Steadfast Medishield,3.6,(169)
6758,STEM Learning,4.3,(169)
6759,Narayana Medical College & Hospital,3.9,(169)
6760,Ivis International,3.4,(169)
6761,Allahabad Bank,4.5,(169)
6762,Inditex,4.1,(169)
6763,Chembond Chemicals,3.8,(169)
6764,Royal Bank of Scotland International,4.2,(169)
6765,Prudent Corporate Advisory Services,4.1,(169)
6766,DataTracks,3.4,(169)
6767,Hansa Direct,3.2,(169)
6768,Deepak Chem Tech,4.0,(169)
6769,Mount Talent Consulting,2.9,(169)
6770,SSK Group,3.5,(169)
6771,Hills Cement Company,3.1,(169)
6772,SmartED Innovations,4.1,(169)
6773,Ind Innovations,3.2,(169)
6774,OM Careers,2.6,(169)
6775,Aakash Health Care,4.0,(169)
6776,Vishay Precision Transducers,3.4,(169)
6777,FloBiz,3.4,(169)
6778,BYLD Group,3.9,(169)
6779,NASDAQ,3.3,(169)
6780,Marsh India Insurance Brokers,4.2,(169)
6781,Benzo Chem Industries,3.9,(169)
6782,FCS Software Solutions,3.7,(169)
6783,Deshpande Foundation,4.0,(169)
6784,Amagi Media Labs,3.5,(169)
6785,Sobha Constructions,3.5,(169)
6786,Camlin Fine Sciences,3.5,(169)
6787,Conviction HR,3.9,(169)
6788,Kriya It,3.3,(169)
6789,Swiss Garnier Life Sciences,3.4,(169)
6790,Scientific Games,3.6,(169)
6791,Advance Career Solutions,4.0,(169)
6792,Tara Consultancy Services,2.7,(169)
6793,Synergy Property Development Services,3.9,(168)
6794,Ivangel Sales & Services,3.7,(168)
6795,Federal Mogul Powertrain,3.7,(168)
6796,Border Roads Organisation,4.3,(168)
6797,Chandak Group,4.2,(168)
6798,Anabeeb,4.1,(168)
6799,West Bengal State Electricity Distribution Company,3.3,(168)
6800,Saint-Gobain Weber,3.9,(168)
6801,Toluna,3.4,(168)
6802,Clearwater Analytics,2.6,(168)
6803,Ccl Products,4.1,(168)
6804,Facebook,4.4,(168)
6805,Crowe Horwath,3.7,(168)
6806,Somika Sarl,4.1,(168)
6807,DHL IT Services,3.7,(168)
6808,Fraazo,3.5,(168)
6809,Okinawa Autotech,3.4,(168)
6810,Bose,3.6,(168)
6811,TerraCIS Technologies,3.7,(168)
6812,Dipty Lal Judge Mal,3.9,(168)
6813,Sellcraft Global Solutions,3.4,(168)
6814,ICONMA,2.9,(168)
6815,Salzer Electronics,3.9,(168)
6816,Zerodha,4.0,(168)
6817,Qualsquad Infotech,3.1,(168)
6818,TVS - SUNDARAM BRAKE LININGS,3.1,(168)
6819,98thPercentile,4.0,(168)
6820,Hire Glocal,4.0,(168)
6821,Harvest Gold Industries,3.7,(168)
6822,Kewal Kiran Clothing,3.8,(168)
6823,Ideas2IT Technologies,3.5,(168)
6824,Flovel Energy,3.9,(168)
6825,Rysun Labs,3.4,(168)
6826,Verinite Technologies,4.2,(168)
6827,CGS,3.5,(168)
6828,Kiaasa Retail Limited,4.6,(168)
6829,Creditas Solutions,3.1,(168)
6830,KodNest,4.1,(168)
6831,Juspay Technologies,3.7,(168)
6832,Nimbus BPO,3.1,(167)
6833,Khadi Natural Healthcare,4.3,(167)
6834,Wonderchef Home Appliances,4.0,(167)
6835,Arunachala Logistics,3.9,(167)
6836,ARSS Infrastructure Projects,3.6,(167)
6837,Pritam International,3.3,(167)
6838,Focus Softnet,3.6,(167)
6839,Hansa Cequity,2.9,(167)
6840,MyGlamm,3.4,(167)
6841,Bharti Foundation,3.7,(167)
6842,Nerdy Turtlez,2.4,(167)
6843,Steer Engineering,3.1,(167)
6844,CDS Infra Projects,3.4,(167)
6845,EssentiallySports,3.8,(167)
6846,Fairfield Inn by Marriott,4.1,(167)
6847,iBall,4.1,(167)
6848,Modenik Lifestyle,3.6,(167)
6849,Government of Odisha,4.0,(167)
6850,MResult Services,3.7,(167)
6851,Macmillan Publishers,3.3,(167)
6852,AMPLUS SOLAR,4.2,(167)
6853,Armstrong International,4.0,(167)
6854,Newton School: Pay after Placement,3.6,(167)
6855,iNeuron.ai,4.1,(167)
6856,RPSG,3.8,(167)
6857,Amar Cars,3.9,(167)
6858,Fukoku,3.6,(167)
6859,Orchid Hotel,3.5,(167)
6860,Coherent Market Insights,3.4,(167)
6861,Orchid Hotel,3.5,(167)
6862,Bharti Foundation,3.7,(167)
6863,MyGlamm,3.4,(167)
6864,Amar Cars,3.9,(167)
6865,Frick India,3.7,(167)
6866,Endress Hauser,4.2,(167)
6867,Petroexcel Technology Services,3.4,(167)
6868,Si Creva Capital Services,3.4,(167)
6869,IFFCO Kisan Finance,3.4,(167)
6870,Consern Pharma Limited,4.6,(167)
6871,Wingtech Mobile Communication,4.0,(166)
6872,Dynamic Techno Medicals,3.7,(166)
6873,Deepija Telecom,3.8,(166)
6874,PCS Technology,3.7,(166)
6875,BUDDI.AI,3.6,(166)
6876,Indian Coast Guard,4.0,(166)
6877,Egniol Services Private Limited,2.3,(166)
6878,Emmbi Industries,3.6,(166)
6879,New Era Technology,3.5,(166)
6880,Aranca,3.4,(166)
6881,Egniol Services Private Limited,2.3,(166)
6882,Canteen Stores Department,4.4,(166)
6883,Baskin Robbins,3.9,(166)
6884,Aranca,3.4,(166)
6885,Spun Micro Processing,4.0,(166)
6886,Grand View Research,3.2,(166)
6887,Manorama Industries Limited,4.5,(166)
6888,Billroth Hospitals,3.5,(166)
6889,Topre India,4.2,(166)
6890,The Dollar Business,3.3,(166)
6891,HYOSUNG T&D,4.0,(166)
6892,Azmeel Contracting,4.1,(166)
6893,St. Mary's School,3.8,(166)
6894,Seco Tools,4.1,(166)
6895,Eduvanz,3.4,(166)
6896,Health Prime International,3.3,(166)
6897,Embassy Group,4.1,(166)
6898,Hartex Rubber,3.3,(166)
6899,Attero Recycling,4.3,(166)
6900,CoinDCX,4.0,(166)
6901,CoinDCX,4.0,(166)
6902,Billroth Hospitals,3.5,(166)
6903,Satvat Infosol,3.1,(166)
6904,Embassy Group,4.1,(166)
6905,Eduvanz,3.4,(166)
6906,efficiently,2.5,(166)
6907,CDW,4.2,(166)
6908,Chowgule Industries,3.5,(166)
6909,ASSET DEALS,4.3,(166)
6910,Zodiac Clothing Company,3.4,(165)
6911,Krishna Buildestates,3.8,(165)
6912,Hind Rectifiers,3.7,(165)
6913,M.P. Power Transmission Company,4.0,(165)
6914,Kemwell Biopharma,3.3,(165)
6915,Corpone Staffing Solutions,3.9,(165)
6916,TruCap Finance,3.8,(165)
6917,Oceanic Pharmachem,4.2,(165)
6918,Nordusk Led,4.4,(165)
6919,Acute Informatics,3.2,(165)
6920,B M Birla Heart Research Centre,3.5,(166)
6921,MathWorks,4.0,(165)
6922,SEED Infotech,4.0,(165)
6923,VWR International,3.6,(165)
6924,Nordusk Led,4.4,(165)
6925,Acute Informatics,3.2,(165)
6926,B M Birla Heart Research Centre,3.5,(166)
6927,Krishna Buildestates,3.8,(165)
6928,MAT Brakes,4.0,(165)
6929,Acme Formulation,3.0,(165)
6930,Hotel Park Plaza,4.0,(165)
6931,Dexian India Technologies,3.5,(165)
6932,T&N Business Services,4.7,(165)
6933,Ramco Steels,3.9,(165)
6934,Milestone Gears,3.9,(165)
6935,Teliolabs,3.9,(165)
6936,GP Strategies,3.5,(165)
6937,Peekay Steel Castings,4.0,(165)
6938,Amity International School,3.9,(165)
6939,Strategic Learning Solutions,4.0,(165)
6940,Niveus Solutions (Part of NTT Data),3.7,(165)
6941,Flatworld Mortgage Processing,3.5,(165)
6942,Peekay Steel Castings,4.0,(165)
6943,MBit Computraining,3.7,(165)
6944,Techno Exponent,3.8,(165)
6945,GP Strategies,3.5,(165)
6946,Everest Group,2.7,(165)
6947,Ncr Eduservices,3.9,(165)
6948,American Institute of Pathology and Laboratory Sciences,4.3,(165)
6949,ACE Group,4.2,(165)
6950,West Coast Pharmaceuticals,2.9,(165)
6951,Hyland Software Solutions India LLP,3.8,(165)
6952,Amity International School,3.9,(165)
6953,Strategic Learning Solutions,4.0,(165)
6954,Niveus Solutions (Part of NTT Data),3.7,(165)
6955,RevFin,4.0,(165)
6956,NimbusPost,3.4,(165)
6957,Xotik Frujus,2.5,(164)
6958,Sharp Business Systems India,3.5,(164)
6959,Rhysley Private Limited,3.4,(164)
6960,India1 Payments,3.7,(164)
6961,Acuvate Software,3.1,(164)
6962,India1 Payments,3.7,(164)
6963,3Pillar Global,3.2,(164)
6964,Rhysley Private Limited,3.4,(164)
6965,Rozana Rural Commerce Private Limited,3.0,(164)
6966,Bayer Zydus Pharma,3.5,(164)
6967,Kama Jewelry,4.5,(164)
6968,Prudent Insurance Brokers,3.7,(164)
6969,Population Services International (PSI),3.9,(164)
6970,Central Coalfields,4.5,(164)
6971,Gea Process Engineering India,4.0,(164)
6972,Sharp Business Systems India,3.5,(164)
6973,VK Building Services,3.9,(164)
6974,East India Technologies,3.0,(164)
6975,ROI NET Solution,4.3,(164)
6976,Daramic Battery Separator India,3.7,(164)
6977,Tracks Components,3.1,(164)
6978,Privi Organics,3.8,(164)
6979,Jotun Paints,4.0,(164)
6980,Henkel,4.0,(164)
6981,Centelon,2.9,(164)
6982,Ram Kripal Singh Construction,3.7,(164)
6983,Covestro,4.5,(164)
6984,India Power Corporation,3.6,(164)
6985,Suven Life Sciences,3.6,(164)
6986,Inductotherm,3.7,(164)
6987,Flexsin Technologies,3.8,(164)
6988,Farmson Pharmaceutical,3.1,(164)
6989,Qapitol Qa,3.9,(164)
6990,Sankara Nethralaya,3.8,(164)
6991,Export Trading group,3.5,(164)
6992,Goodricke Group,4.0,(164)
6993,Amphenol Omniconnect - India,3.9,(164)
6994,Sensiple,3.4,(164)
6995,Makino Auto Industries,3.8,(164)
6996,Augustus Healthcare Solutions,3.6,(164)
6997,Merilytics,2.9,(164)
6998,Bimal Auto Agency,3.6,(164)
6999,Infiniminds,3.7,(164)
7000,Jobby Engineers,4.2,(164)
7001,Solera,3.2,(164)
7002,KLM Laboratories,3.4,(164)
7003,v4c.ai,4.6,(164)
7004,Doms Industries,3.8,(164)
7005,Sharp Sight,4.1,(164)
7006,Ace Pipeline Contracts,4.2,(164)
7007,EAPRO Global Ltd,4.2,(163)
7008,Manomav Engineers,4.0,(163)
7009,Xpo Logistics,3.7,(163)
7010,Americana Group,3.5,(163)
7011,Pramata Knowledge Solutions,3.2,(163)
7012,Nido Machineries,3.6,(163)
7013,MT Autocraft,4.0,(163)
7014,BigStep Technologies,4.3,(163)
7015,Sterling Information Resources,3.5,(163)
7016,Trafigura,3.2,(163)
7017,Sundaram Industries,3.6,(163)
7018,Jaypee Brothers Medical Publishers,3.4,(163)
7019,Hubtown,3.3,(163)
7020,Maharashtra State Road Transport Corporation,4.0,(163)
7021,Pramata Knowledge Solutions,3.2,(163)
7022,B5 Plus,3.1,(163)
7023,IBM Consulting,3.7,(163)
7024,Trafigura,3.2,(163)
7025,Cease Fire,2.8,(163)
7026,SKS Fasteners,3.3,(163)
7027,Hubtown,3.3,(163)
7028,Safeguard Global,3.7,(163)
7029,GA Infra Private Limited,3.8,(163)
7030,Maharashtra State Road Transport Corporation,4.0,(163)
7031,ACI Worldwide,3.9,(163)
7032,Shinhan Bank,3.1,(163)
7033,Jaypee Brothers Medical Publishers,3.4,(163)
7034,Ultratech India,4.0,(163)
7035,First Solar,4.0,(163)
7036,AdamsBridge Global,3.5,(163)
7037,High Court Lucknow,4.5,(163)
7038,Sahu Exports,4.1,(163)
7039,HCL Foundation,4.4,(163)
7040,Innovassynth Technologies,3.5,(163)
7041,AEREN IT Solutions,3.5,(163)
7042,Pyrotech Electronics,3.0,(163)
7043,Faasos Food Services,3.6,(163)
7044,Be10X,4.4,(163)
7045,Maharashtra State Electricity Transmission Company,4.1,(163)
7046,Multi Commodity Exchange of India,3.2,(163)
7047,Skechers South Asia,4.2,(163)
7048,HYOSUNG,3.4,(163)
7049,Satec Envir Engineering (I),4.1,(163)
7050,ShopDeck,3.6,(163)
7051,Grundfos,4.1,(163)
7052,Eastern Coalfields,4.1,(162)
7053,VFS Capital,3.6,(162)
7054,KRYFS POWER COMPONENTS,3.9,(162)
7055,Infosys Springboard,4.6,(162)
7056,Encotec Energy,4.2,(162)
7057,Alp Overseas,3.6,(162)
7058,Vitromed Healthcare,3.5,(162)
7059,Lilavati Hospital & Research Centre,3.9,(163)
7060,Apparel Group UAE,3.4,(162)
7061,Gulshan Polyols,3.5,(162)
7062,Anvil Cables,3.7,(162)
7063,Vitromed Healthcare,3.5,(162)
7064,TVS Upasana Engineering,3.6,(162)
7065,iVistec Partners India Private Limited,3.9,(162)
7066,TIL,3.6,(162)
7067,Lilavati Hospital & Research Centre,3.9,(163)
7068,Apparel Group UAE,3.4,(162)
7069,Topsoe,3.8,(163)
7070,Punjab & Sind Bank,3.2,(162)
7071,Kanakadurga Finance,3.6,(162)
7072,Concentric,3.6,(162)
7073,Automotive Research Association of India,4.0,(162)
7074,Verint Systems,3.7,(162)
7075,Desai Construction,4.1,(162)
7076,Krishna Institute of Medical Sciences,3.8,(162)
7077,Lotus Footwear Enterprises,3.9,(162)
7078,bgr Mining infra pvt Ltd,4.1,(162)
7079,Speed Engineering Solutions,3.8,(162)
7080,Elektrobit India,4.1,(162)
7081,bgr Mining infra pvt Ltd,4.1,(162)
7082,StrategicERP,4.2,(162)
7083,Eastman Industries,3.7,(162)
7084,TQ Cert Services,3.8,(162)
7085,Desai Construction,4.1,(162)
7086,Group Pharmaceuticals,3.8,(162)
7087,Aptronix - Apple Premium Reseller,3.9,(162)
7088,Milltec Machinery Pvt Ltd Bangalore,4.0,(162)
7089,Raam Group,3.4,(162)
7090,Roto Pumps,3.7,(162)
7091,GKB Opticals,4.4,(162)
7092,Broadcast Engineering Consultants India,3.4,(162)
7093,Tulip Diagnostics,3.8,(162)
7094,Community Health Center,4.2,(162)
7095,Gibraltar Technologies,3.9,(162)
7096,AECC Global,3.1,(162)
7097,MELCO,3.5,(161)
7098,Enzen Global Solutions,2.6,(161)
7099,Parsons International,4.1,(161)
7100,Enaltec Labs,2.9,(161)
7101,Geodis Overseas,3.4,(161)
7102,Gemini Edibles & Fats India,4.0,(161)
7103,Trayee Business Solutions,3.5,(161)
7104,Helo.ai by VivaConnect,4.3,(161)
7105,Euro School,3.6,(161)
7106,Datavail Infotech,3.2,(161)
7107,Envision Enterprise Solutions,2.7,(161)
7108,TAL Manufacturing Solutions,3.5,(161)
7109,CollegePur,4.6,(161)
7110,Thomson Press India,4.2,(161)
7111,Parsons International,4.1,(161)
7112,Enlist Management Consultants,3.1,(161)
